fin_year,month,state_name,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Number_of_Completed_Works,Number_of_Ongoing_Works,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks,percentage_active_job_cards,log_Total_Households_Worked
2021-2022,,ASSAM,SOUTH SALMARA-MANKACHAR,1718385.0,228.01534842374537,32.0,11.0,314.0,1890.0,13530.0,1168.0,2580.0,260.0,3400.08967094001,48949.0,52811.0,63611.0,78679.0,1.0,120879.0,154660.0,2204.0,3194.89492800001,962409.0,65.0,54.58,65.14,100.65,Good,52.62369807824353,10.798554647958657
2021-2022,,ASSAM,MAJULI,871041.0,228.01534842374537,38.0,25.0,31.0,1032.0,83678.0,5108.0,391540.0,22080.0,1914.97943268,21907.0,34664.0,27837.0,46837.0,227.5,37474.0,74160.0,1063.0,1886.18545,365742.0,59.5,98.16,83.875,100.01,Good,74.28350322890537,9.994607145903611
2018-2019,,ASSAM,KAMRUP,1962060.0,228.01534842374537,23.0,69.0,2135.0,10206.0,106839.0,20831.0,165720.0,34988.0,3072.800253611,60715.0,73333.0,120294.0,265474.0,15.0,259164.0,545694.0,12341.0,2733.011047,456568.0,80.0,78.98,67.62,100.65,Good,46.41616891234894,11.01396253374675
2018-2019,,ASSAM,SIVASAGAR,1270199.0,228.01534842374537,15.0,49.0,1014.0,1788.0,16241.0,5292.0,36246.0,10637.0,524.139200304,19507.0,24103.0,57680.0,120525.0,30.0,104907.0,194600.0,2802.0,481.872914,117818.0,59.5,77.11,73.11,100.65,Good,54.98203170427141,9.878579916829944
2018-2019,,ASSAM,TINSUKIA,1400441.0,228.01534842374537,23.0,53.0,1462.0,4810.0,13657.0,2472.0,79910.0,15662.0,1755.148058263,34991.0,42352.0,82749.0,141608.0,104.0,150239.0,225959.0,6272.0,1432.303134,324209.0,71.0,88.56,68.47,100.49,Good,55.07824200107828,10.462874742916549
2018-2019,,ASSAM,Dima Hasao,590921.0,228.01534842374537,23.0,5.0,137.0,4713.0,672.0,772.0,137503.0,52661.0,285.218957174,6258.0,7606.0,22177.0,57019.0,13.0,32605.0,78623.0,4850.0,257.83224,47406.0,86.0,93.24,57.95,100.65,Good,68.01717527986504,8.7417757069247
2018-2019,April,ASSAM,NALBARI,142058.0,228.01534842374537,10.0,11.0,236.0,4876.0,3668.0,5352.0,2430.0,3430.0,174.273,14113.0,16427.0,73651.0,136352.0,0.0,143645.0,243956.0,5112.0,174.273,48400.0,59.5,48.85,49.33,100.65,Good,51.272929792196045,9.554922491560776
2018-2019,April,ASSAM,HAILAKANDI,154383.0,266.7181627321564,8.0,1.0,129.0,1772.0,1112.0,11675.0,9.0,2544.0,245.211745195,1367.0,1400.0,81702.0,160274.0,0.0,126331.0,230548.0,1901.0,207.58121,2250.0,59.5,18.01,26.07,100.0,Good,64.67296229745668,7.221105098182496
2018-2019,April,ASSAM,MAJULI,0.0,228.01534842374537,8.0,9.0,40.0,2035.0,5268.0,5999.0,17746.0,33164.0,98.547178746,5125.0,6373.0,27372.0,63919.0,0.0,36519.0,77749.0,2075.0,51.27062,14292.0,80.0,100.0,83.875,100.65,Good,74.95276431446645,8.542080906924017
2022-2023,June,ASSAM,DARRANG,1111839.0,230.333182994515,20.0,88.0,2272.0,29980.0,19371.0,7597.0,3096.0,1086.0,2735.391232521,53726.0,88456.0,139556.0,290975.0,4.0,215474.0,437981.0,32252.0,2553.48979,528869.0,89.0,82.03,57.28,100.01,Good,64.7669788466358,10.891670947434848
2022-2023,June,ASSAM,SONITPUR,1303552.0,228.01534842374537,17.0,53.0,2380.0,16939.0,34843.0,7458.0,70889.0,12038.0,2928.80231399,72688.0,81486.0,155000.0,212483.0,0.0,231406.0,323891.0,19319.0,2787.99812,662190.0,80.0,57.58,80.91,100.65,Good,66.98184143885638,11.193945345333564
2022-2023,June,ASSAM,GOLAGHAT,635203.0,228.01534842374537,13.0,76.0,1612.0,20706.0,25051.0,14952.0,66733.0,34456.0,1623.700440751,45565.0,62847.0,142546.0,284214.0,21.0,207587.0,422850.0,22318.0,1393.244,305603.0,86.0,80.1,72.12,100.17,Good,68.66807651731564,10.726917103358996
2022-2023,June,ASSAM,BAKSA,323277.0,240.991591439231,9.0,45.0,386.0,10707.0,10813.0,7922.0,129617.0,80394.0,961.53024202,33939.0,37895.0,104343.0,183223.0,0.0,167893.0,284090.0,11093.0,778.98604,173553.0,79.0,52.81,77.39,100.65,Good,62.14851125419166,10.432349538788218
2022-2023,June,ASSAM,TAMULPUR,238954.0,261.50308877077,15.0,2.0,405.0,8677.0,26905.0,17251.0,105272.0,54486.0,739.170322374,15806.0,22474.0,66718.0,134675.0,0.0,118203.0,215780.0,9082.0,624.80933,131812.0,81.0,54.55,83.7,99.71,Good,56.44357588216881,9.668208158877395
2023-2024,March,ASSAM,GOALPARA,2594985.0,245.840259608972,38.0,128.0,24787.0,25785.0,108221.0,9327.0,460323.625,60317.0,6485.965452452,64854.0,105212.0,127795.0,286247.0,178.0,226600.0,436630.0,50572.0,6152.612218,1286489.0,95.0,34.91,2.68,100.65,Good,56.39673433362754,11.079909287774774
2023-2024,March,ASSAM,NALBARI,3301707.0,243.179364901589,41.0,59.0,12618.0,26875.0,122255.0,8775.0,82848.0,5194.0,8405.946894008124,81180.0,122704.0,136587.0,249756.0,227.5,209415.0,352037.0,39493.0,7185.215666187501,1536031.75,89.0,34.58,11.19,100.24,Good,65.22312155289735,11.30443650862202
2023-2024,March,ASSAM,SIVASAGAR,2063087.0,243.911298971425,35.0,163.5,10233.0,11560.0,141918.0,9159.0,237908.0,14551.0,5365.895531876,57874.0,86317.0,88448.0,177470.0,227.5,136300.0,245529.0,21793.0,4958.024,1095166.0,87.0,34.89,19.7,100.3,Good,64.89214966984594,10.966040791388535
2023-2024,March,ASSAM,KARIMGANJ,3301707.0,238.703767767061,37.0,79.0,11241.0,39510.0,149327.375,28259.875,32949.0,2419.0,8167.188584339,88940.0,108956.0,165972.0,224885.0,227.5,257068.0,326043.0,52089.0,7185.215666187501,1395781.0,95.0,51.16,2.58,99.87,Good,64.56346180777071,11.395728507536447
2023-2024,March,ASSAM,CACHAR,2647232.0,242.354195157136,37.0,48.0,16628.0,39510.0,149327.375,18258.0,45829.0,3923.0,6283.542347773,67765.0,76316.0,206312.0,267551.0,27.0,378000.5,468980.0,61619.25,6189.188118,1006928.0,94.0,15.92,3.17,100.65,Good,54.579821984362454,11.12381587322163
2020-2021,July,ASSAM,KAMRUP,1031006.0,228.01534842374537,21.0,28.0,3466.0,8831.0,59442.0,24012.0,78046.0,38851.0,2122.679694,47273.0,65320.0,154243.0,332277.0,218.0,289550.0,588939.0,12297.0,2122.679694,404586.0,75.0,69.72,64.85,100.04,Good,53.2699015714039,10.763715740473742
2020-2021,July,ASSAM,LAKHIMPUR,923760.0,228.01534842374537,19.0,68.0,805.0,13952.0,33471.0,16223.0,236678.0,98700.0,1795.06311849,46826.0,78668.0,145747.0,361355.0,58.0,233259.0,494276.0,14757.0,1773.86758,454445.0,87.0,66.26,80.65,100.03,Good,62.48290526839264,10.754215238626523
2020-2021,July,ASSAM,BAKSA,594861.0,228.01534842374537,15.0,78.0,1093.0,13139.0,51968.0,22465.0,218829.0,113455.0,1218.52577801,38223.0,46027.0,148106.0,267063.0,6.0,247566.0,414404.0,14232.0,1176.84183,306625.0,88.0,77.91,57.81,100.19,Good,59.82485478619842,10.551218869565592
2020-2021,,ASSAM,KOKRAJHAR,2269346.0,228.01534842374537,36.0,163.5,2405.0,9323.0,28944.0,4681.0,460323.625,104289.0,7102.556053907,61144.0,97743.0,111799.0,292669.0,227.5,203227.0,497237.0,11728.0,4660.062428,1039403.0,79.0,66.7,80.48,100.28,Good,55.011883263542735,11.02100337162347
2020-2021,,ASSAM,BARPETA,3301707.0,228.01534842374537,39.0,163.5,6007.0,22006.0,88916.0,10737.0,48428.0,4471.0,8405.946894008124,102912.25,139020.75,196958.0,427450.0,227.5,344531.0,689292.0,28013.0,7185.215666187501,1536031.75,73.0,64.07,75.77,100.5,Good,57.166989327520604,11.541641679324568
2020-2021,,ASSAM,DHEMAJI,3301707.0,228.01534842374537,40.0,163.5,4421.0,11196.0,139527.0,14901.0,460323.625,113522.125,8405.946894008124,93644.0,139020.75,131768.0,405180.0,227.5,194562.0,541988.0,15617.0,7185.215666187501,1536031.75,72.0,42.52,67.64,100.07,Good,67.72545512484453,11.447266316163955
2020-2021,,ASSAM,DIBRUGARH,2522269.0,228.01534842374537,21.0,163.5,2698.0,8162.0,78208.0,9072.0,256112.0,29445.0,5652.513904811,102912.25,139020.75,142063.0,266756.0,227.5,199761.0,342534.0,10860.0,5084.15894,1242103.0,82.0,84.93,73.44,99.79,Good,71.11648419861734,11.541641679324568
2020-2021,,ASSAM,Dima Hasao,748776.0,228.01534842374537,38.0,13.0,3901.0,3697.0,10434.0,790.0,460323.625,56829.0,1791.43353787,19370.0,25662.0,25994.0,62211.0,227.5,34825.0,79821.0,7598.0,1456.464462,269629.0,79.0,68.4,61.7,100.65,Good,74.64178033022255,9.871532381294577
2020-2021,,ASSAM,HOJAI,2161743.0,228.01534842374537,42.0,163.5,2776.0,6834.0,149327.375,20146.0,41701.0,5017.0,5244.255637926,50936.0,69359.0,82485.0,140249.0,227.5,137800.0,223787.0,9610.0,4391.36903,886287.0,81.0,52.47,67.28,99.57,Bad,59.85849056603774,10.838344853984122
2024-2025,April,ASSAM,SONITPUR,362756.0,228.01534842374537,6.0,2.0,152.0,22270.0,331.0,6709.0,784.0,11026.0,83.2085357,4616.0,4943.0,144007.0,197880.0,0.0,261853.0,335501.0,22422.0,67.37312,17514.0,91.0,52.6,19.56,100.0,Good,54.99535999205661,8.43750042250699
2024-2025,April,ASSAM,NAGAON,362436.0,228.01534842374537,9.0,1.0,913.0,31472.0,2891.0,18155.0,1044.0,11792.0,137.95937,7532.0,11202.0,218035.0,359444.0,0.0,378000.5,577908.0,32385.0,137.95937,33887.0,89.0,33.23,37.04,100.0,Good,57.681140633411864,8.927048647825695
2024-2025,April,ASSAM,SIVASAGAR,282095.0,266.7181627321564,6.0,12.0,112.0,11477.0,805.0,8825.0,1047.0,14140.0,82.69326,3871.0,5029.0,83583.0,168803.0,0.0,136312.0,245539.0,11589.0,82.69326,13826.0,81.0,33.36,45.57,100.0,Good,61.31741886260931,8.261526448396468
2024-2025,April,ASSAM,KARBI ANGLONG,113207.0,228.01534842374537,8.0,3.0,200.0,18673.0,1239.0,8919.0,11804.0,113522.125,28.8952,1883.0,2275.0,84919.0,163997.0,0.0,151242.0,264334.0,18873.0,28.8952,10339.0,77.0,54.44,10.39,100.0,Good,56.147763187474375,7.5411524551363085
2024-2025,April,ASSAM,Dima Hasao,38264.0,266.7181627321564,1.0,0.0,9.0,4217.0,0.0,575.0,70.0,43899.0,0.91868,63.0,71.0,20432.0,47647.0,0.0,36867.0,80501.0,4226.0,0.91868,26.0,79.0,16.9,83.1,100.0,Good,55.42083706295603,4.1588830833596715
2024-2025,April,ASSAM,CACHAR,301937.0,266.7181627321564,5.0,0.0,233.0,39510.0,48.0,14633.0,6.0,3325.0,19.25735,319.0,333.0,165851.0,217036.0,0.0,378000.5,467980.0,50641.0,19.25735,1024.0,93.0,89.11,2.1,100.0,Good,43.87586788906364,5.768320995793772
2024-2025,April,ASSAM,CHIRANG,203632.0,246.71169550173,12.0,0.0,122.0,28690.0,489.0,12149.0,4466.0,83401.0,17.82492,581.0,758.0,82843.0,183642.0,0.0,139914.0,291300.0,28812.0,17.82492,4099.0,93.0,11.99,0.0,100.0,Good,59.20994325085409,6.366470447731438
2024-2025,April,ASSAM,Biswanath,364693.0,228.01534842374537,8.0,13.0,109.0,21996.0,4383.0,15414.0,1368.0,38695.0,85.39739,5952.0,7685.0,109113.0,196597.0,0.0,178143.0,287236.0,22105.0,85.39739,28146.0,89.0,45.15,19.76,100.0,Good,61.250231555548076,8.69165057315339
2024-2025,April,ASSAM,BAJALI,37901.0,245.816775367814,8.0,1.0,72.0,9464.0,398.0,2351.0,147.0,2117.0,32.4134,1495.0,2109.0,42383.0,91910.0,0.0,69375.0,134051.0,9536.0,32.4134,6945.0,92.0,35.41,0.0,100.0,Good,61.09261261261262,7.310550158534422
2024-2025,June,ASSAM,BARPETA,454163.0,250.998955383757,19.0,71.0,1703.0,17598.0,15739.0,9406.0,4439.0,2604.0,841.215469,17130.0,23567.0,180970.0,333648.0,0.0,297008.0,504227.0,19301.0,841.215469,163236.0,89.0,45.65,0.12,99.95,Good,60.93101869309917,9.748644966730458
2024-2025,June,ASSAM,TINSUKIA,823199.0,266.7181627321564,11.0,4.0,944.0,11517.0,1555.0,2918.0,12778.0,16948.0,329.03535,10242.0,12068.0,112052.0,181974.0,0.0,220587.0,313609.0,12461.0,329.03535,72366.0,79.0,55.33,6.78,100.04,Good,50.797191130937,9.234349824436535
2024-2025,June,ASSAM,KARBI ANGLONG,353804.0,240.938311213175,17.0,20.0,1014.0,18453.0,13716.0,9096.0,291661.0,113522.125,856.13092,20414.0,24177.0,87758.0,168126.0,0.0,154515.0,268623.0,19467.0,856.13092,230750.0,78.0,52.83,32.8,100.13,Good,56.79578034495033,9.924025203753676
2024-2025,June,ASSAM,CACHAR,907981.0,255.460274256063,16.0,7.0,3637.0,39510.0,16364.0,14835.0,1132.0,3335.0,320.98328,7453.0,7908.0,166518.0,218045.0,0.0,378000.5,467703.0,51761.0,320.98328,53079.0,93.0,22.91,2.86,99.89,Good,44.05232268211285,8.916506080039204
2024-2025,June,ASSAM,SOUTH SALMARA-MANKACHAR,256860.0,232.215231125804,13.0,7.0,21.0,30353.0,756.0,952.0,200.0,678.0,197.37598,6317.0,6959.0,75658.0,96893.0,0.0,138357.0,168662.0,30374.0,197.37598,43800.0,97.0,6.92,0.78,99.53,Bad,54.68317468577665,8.75115798136203
2024-2025,June,ASSAM,WEST KARBI ANGLONG,157231.0,266.7181627321564,15.0,3.0,355.0,6464.0,224.0,1399.0,43280.0,37518.0,127.27063,2947.0,3532.0,26635.0,51450.0,0.0,63556.0,113253.0,6819.0,127.27063,32311.0,93.0,62.06,2.88,99.82,Good,41.90792372081314,7.988882253309227
2024-2025,June,ASSAM,BARPETA,454163.0,251.268352534219,20.0,72.0,2169.0,17194.0,17452.0,9416.0,4883.0,2606.0,927.599839,17815.0,24528.0,180739.0,332620.0,1.0,295140.0,500932.0,19363.0,927.599839,179370.0,89.0,45.98,0.21,99.94,Good,61.238395337805784,9.787852208937204
2024-2025,June,ASSAM,KAMRUP,970326.0,260.516567752416,17.0,21.0,1378.0,27507.0,30174.0,22156.0,37699.0,42393.0,1129.00586,24794.0,32283.0,164272.0,334876.0,1.0,364697.0,672713.0,28885.0,1129.00586,225039.0,92.0,40.14,34.32,99.95,Good,45.04341960586459,10.118397298923234
2024-2025,June,ASSAM,SONITPUR,1091078.0,246.079256236771,14.0,16.0,2690.0,20363.0,7882.0,6730.0,15766.0,11099.0,820.3472497,21987.0,24257.0,144723.0,198634.0,0.0,262213.0,335769.0,23053.0,804.511834,195277.0,91.0,49.01,13.52,99.97,Good,55.19291568305157,9.998252128980551
2024-2025,June,ASSAM,LAKHIMPUR,1028672.0,250.442915052512,15.0,21.0,1418.0,32586.0,15555.0,17120.0,110749.0,84390.0,850.115953,22359.0,32781.0,148014.0,338403.0,0.0,243691.0,500371.0,34004.0,850.115953,182937.0,94.0,55.05,5.08,99.79,Good,60.73839411385731,10.015028927269036
2024-2025,June,ASSAM,NAGAON,1089286.0,252.445242450316,14.0,82.0,3526.0,29920.0,40084.0,18457.0,15027.0,11975.0,1678.245874,45105.0,60675.0,220223.0,363111.0,0.0,378000.5,579576.0,33446.0,1678.245874,345291.0,89.0,32.6,25.35,99.95,Good,58.259975846592795,10.716770554336053
2024-2025,June,ASSAM,HAILAKANDI,837885.0,266.7181627321564,17.0,40.0,666.0,19130.0,24065.0,15014.0,886.0,2266.0,1281.7127,23527.0,29907.0,118070.0,207186.0,0.0,168172.0,269257.0,19796.0,1281.7127,162416.0,89.0,75.06,3.31,99.89,Good,70.20788240610804,10.065946480233832
2024-2025,June,ASSAM,UDALGURI,1102631.0,248.666487057268,17.0,28.0,3967.0,39510.0,29732.0,12126.0,291579.0,111825.0,1511.857428,34022.0,43923.0,141973.0,276136.0,0.0,236190.0,423190.0,47565.0,1511.857428,362304.0,94.0,36.93,14.7,99.9,Good,60.10965747914815,10.43479204548344
2024-2025,June,ASSAM,BAJALI,119687.0,249.006922025767,24.0,21.0,1128.0,8498.0,3438.0,2368.0,2623.0,2131.0,417.28829,6915.0,10031.0,42705.0,92657.0,2.0,69291.0,134109.0,9626.0,417.28829,89709.0,92.0,38.69,0.17,99.8,Good,61.63138069879205,8.84159284680318
2024-2025,June,ASSAM,BONGAIGAON,258505.0,266.7181627321564,15.0,6.0,4131.0,19445.0,8596.0,11690.0,1741.0,2382.0,291.74725,6573.0,8906.0,86699.0,196513.0,0.0,160168.0,338135.0,23576.0,291.74725,49238.0,93.0,34.58,5.69,99.76,Good,54.1300384596174,8.790877754224164
2024-2025,June,ASSAM,GOLAGHAT,1028808.0,248.342472662964,15.0,35.0,3492.0,25432.0,21978.0,14826.0,58440.0,34145.0,797.61642,20529.0,26571.0,135245.0,271055.0,4.0,221643.0,413654.0,28924.0,797.61642,176565.0,92.0,23.44,27.72,99.94,Good,61.01929679710164,9.929642510012979
2024-2025,June,ASSAM,SIVASAGAR,851453.0,260.176755551949,13.0,38.0,763.0,11191.0,11272.0,8817.0,28966.0,13997.0,545.12494,15616.0,20860.0,83869.0,168553.0,0.0,135902.0,243949.0,11954.0,545.12494,115900.0,81.0,33.23,29.88,99.85,Good,61.71285190799253,9.656115343487846
2024-2025,June,ASSAM,HOJAI,507013.0,250.83394304833,13.0,118.0,902.0,21482.0,19540.0,19820.0,4730.0,5332.0,409.33842,12025.0,15249.0,88688.0,153814.0,0.0,159504.0,253513.0,22384.0,409.33842,84143.0,92.0,37.39,3.57,99.73,Good,55.60236733875013,9.394826251599515
2024-2025,June,ASSAM,DHUBRI,615531.0,253.479979997316,17.0,37.0,1774.0,24336.0,2881.0,2926.0,485.0,324.0,1170.92035,26354.0,35797.0,205788.0,406086.0,0.0,378000.5,697394.5,26110.0,1170.92035,225836.0,84.0,28.57,27.62,100.06,Good,54.4411978291034,10.179413289289307
2024-2025,June,ASSAM,BONGAIGAON,258505.0,266.7181627321564,15.0,6.0,4091.0,19481.0,8515.0,11691.0,1696.0,2383.0,289.96441,6497.0,8801.0,86702.0,196529.0,0.0,160154.0,338132.0,23572.0,289.96441,48837.0,93.0,34.36,5.93,99.76,Good,54.13664348064987,8.779249716229046
2024-2025,June,ASSAM,UDALGURI,1102631.0,248.546125855654,17.0,28.0,3377.0,39510.0,29080.0,12153.0,282384.0,111900.0,1460.362588,33489.0,43235.0,142002.0,276409.0,0.0,236240.0,423582.0,47512.0,1460.362588,349349.0,94.0,36.15,15.17,99.89,Good,60.10921097189299,10.41900216578825
2024-2025,June,ASSAM,CHARAIDEO,338317.0,252.261302112855,15.0,15.0,215.0,2369.0,1025.0,1319.0,2533.0,2017.0,258.1289,6503.0,7814.0,42944.0,75696.0,17.0,84902.0,134177.0,2584.0,258.1289,59219.0,59.5,72.97,10.53,99.93,Good,50.58066947775082,8.780172651227646
2024-2025,June,ASSAM,BAJALI,119687.0,248.716109174852,23.0,20.0,898.0,8722.0,3314.0,2367.0,2403.0,2131.0,384.64195,6660.0,9632.0,42666.0,92576.0,2.0,69289.0,134104.0,9620.0,384.64195,82887.0,92.0,37.74,0.18,99.78,Good,61.57687367403195,8.804024902413179
2024-2025,June,ASSAM,DARRANG,510555.0,262.741341304772,19.0,45.0,2969.0,6074.0,21645.0,7897.0,1801.0,1141.0,2128.79866,40554.0,60628.0,149335.0,298650.0,0.0,234339.0,425562.0,9043.0,2128.79866,402883.0,76.0,42.09,43.14,99.88,Good,63.72605498871293,10.610414356504446
2024-2025,June,ASSAM,GOLAGHAT,1028808.0,247.274669759134,17.0,37.0,4293.0,24762.0,27035.0,14854.0,67623.0,34180.0,927.53965,21694.0,28177.0,135259.0,270953.0,6.0,221526.0,413347.0,29055.0,927.53965,205661.0,92.0,22.65,27.03,99.92,Good,61.05784422595993,9.98483709823245
2024-2025,June,ASSAM,JORHAT,876809.0,254.94035929829,13.0,22.0,1256.0,8080.0,16160.0,8697.0,34131.0,11369.0,652.21902,19166.0,21314.0,88233.0,139702.0,1.0,172368.0,246765.0,9336.0,652.21902,161413.0,80.0,51.51,15.26,100.0,Good,51.18873572820941,9.860945329270454
2024-2025,June,ASSAM,HOJAI,507013.0,257.397903549193,15.0,130.0,1634.0,20837.0,24528.0,19863.0,6551.0,5335.0,512.22955,12851.0,16280.0,88807.0,154059.0,0.0,159943.0,254096.0,22471.0,512.22955,102699.0,92.0,35.27,3.13,99.65,Good,55.524155480389894,9.461254720235749
2024-2025,June,ASSAM,TAMULPUR,483966.0,242.964557419389,16.0,1.0,1380.0,23416.0,17068.0,16403.0,75819.0,50938.0,363.11782,9196.0,11822.0,61110.0,124927.0,0.0,123393.0,217981.0,24796.0,363.11782,87326.0,94.0,29.1,1.66,100.65,Good,49.5246894070166,9.126632622902697
2024-2025,June,ASSAM,SONITPUR,1091078.0,248.764738279485,15.0,17.0,2926.0,20213.0,8512.0,6729.0,16659.0,11091.0,891.1962397,22936.0,25321.0,144015.0,197164.0,0.0,261084.0,333804.0,23139.0,875.360824,210168.0,91.0,48.84,13.85,99.95,Good,55.16040814450521,10.040506606194215
2024-2025,June,ASSAM,GOLAGHAT,1028808.0,241.707163127784,16.0,35.0,3807.0,25166.0,23697.0,14819.0,64359.0,34154.0,855.12127,21316.0,27639.0,135175.0,270806.0,4.0,221500.0,413300.0,28973.0,855.12127,194057.0,92.0,23.23,27.25,99.9,Good,61.027088036117384,9.967260155433195
2024-2025,June,ASSAM,TINSUKIA,823199.0,266.7181627321564,12.0,5.0,1049.0,11605.0,1924.0,2917.0,15882.0,16976.0,393.62395,11499.0,13642.0,112140.0,182134.0,0.0,220599.0,313676.0,12654.0,393.62395,87284.0,79.0,54.65,6.35,99.87,Good,50.834319285218875,9.350102314351341
2024-2025,June,ASSAM,KARIMGANJ,1093263.0,232.078673784771,11.0,6.0,1925.0,39296.0,21027.0,26131.0,1086.0,2202.0,297.34848,11018.0,12305.0,149509.0,204687.0,0.0,256380.0,325177.0,41221.0,297.34848,58817.0,95.0,53.64,2.69,99.87,Good,58.315391216163505,9.307376334487778
2024-2025,June,ASSAM,MAJULI,205285.0,249.388269133595,15.0,15.0,614.0,7874.0,13450.0,5791.0,64674.0,24798.0,320.8006,8266.0,12023.0,28754.0,51215.0,0.0,34621.0,58820.0,8488.0,320.8006,61129.0,93.0,18.84,12.72,99.9,Good,83.05363796539672,9.020026965252676
2024-2025,June,ASSAM,GOLAGHAT,1028808.0,245.947278787658,18.0,39.0,4803.0,24372.0,33034.0,14893.0,78907.0,34222.0,1080.2398,23211.0,30233.0,135364.0,271154.0,9.0,221527.0,413351.0,29175.0,1080.2398,239585.0,92.0,21.61,26.25,99.93,Good,61.10496688891196,10.052424665310498
2024-2025,June,ASSAM,SIVASAGAR,851453.0,251.707038217946,15.0,59.0,1164.0,10981.0,16750.0,8734.0,44605.0,13951.0,809.95801,20564.0,27625.0,83827.0,167244.0,2.0,134720.0,240778.0,12145.0,809.95801,179390.0,81.0,33.32,27.35,99.87,Good,62.223129453681715,9.931345880664525
2024-2025,June,ASSAM,TINSUKIA,823199.0,261.401240699719,14.0,9.0,1659.0,11263.0,2874.0,2924.0,22099.0,17028.0,526.30003,14201.0,16959.0,112248.0,182273.0,0.0,220396.0,313346.0,12922.0,526.30003,121903.0,80.0,55.79,6.73,100.04,Good,50.93014392275722,9.561138078742038
2024-2025,June,ASSAM,KARBI ANGLONG,353804.0,245.678355019971,23.0,23.0,1359.0,18389.0,21961.0,9207.0,460323.625,113522.125,1584.48781,27989.0,33119.0,90206.0,171236.0,5.0,156313.0,270948.0,19748.0,1584.48781,416741.0,78.0,49.51,37.69,100.02,Good,57.708571903808384,10.2396025825095
2024-2025,June,ASSAM,Dima Hasao,120220.0,248.740807363735,20.0,4.0,176.0,4376.0,426.0,570.0,31179.0,42968.0,82.691394,1590.0,1981.0,20478.0,46707.0,0.0,36469.0,78174.0,4552.0,82.691394,14661.0,80.0,46.19,7.07,100.65,Good,56.15180015903919,7.372118028337787
2024-2025,June,ASSAM,CACHAR,907981.0,240.584657232239,19.0,7.0,7630.0,39510.0,22513.0,14580.0,2756.0,3321.0,471.42323,9976.0,10600.0,164759.0,215321.0,0.0,377267.0,464334.0,52320.0,471.42323,83776.0,93.0,18.61,2.18,99.88,Good,43.67172320929209,9.208037722913508
2024-2025,June,ASSAM,Biswanath,1103484.0,248.373110767953,19.0,84.0,1855.0,21931.0,47237.0,15670.0,88132.0,39049.0,1381.627587,28130.0,38270.0,110199.0,198702.0,3.0,178219.0,287837.0,23786.0,1381.627587,310400.0,90.0,44.12,15.3,100.3,Good,61.83347454536273,10.244627450087735
2024-2025,June,ASSAM,CHARAIDEO,338317.0,253.244482493206,17.0,19.0,420.0,2198.0,1270.0,1306.0,2813.0,1999.0,322.43594,7366.0,8865.0,42873.0,75393.0,22.0,84846.0,133894.0,2618.0,322.43594,72984.0,59.5,71.83,10.41,99.96,Good,50.53037267519977,8.904765846682814
2024-2025,June,ASSAM,SOUTH SALMARA-MANKACHAR,256860.0,252.181925071891,13.0,9.0,110.0,30454.0,1435.0,958.0,264.0,679.0,375.33749,10708.0,11773.0,75927.0,97378.0,0.0,138571.0,169125.0,30564.0,375.33749,76010.0,97.0,9.69,0.49,99.53,Bad,54.792849874793426,9.278839788400875
2024-2025,June,ASSAM,GOALPARA,532935.0,246.119827103178,20.0,26.0,7517.0,19387.0,8868.0,7612.0,66601.0,52215.0,1229.91,24653.0,34490.0,113519.0,244512.0,0.0,222874.0,416056.0,26904.0,1229.91,249337.0,93.0,76.42,1.98,99.94,Good,50.93416010840206,10.112694438111465
2024-2025,June,ASSAM,LAKHIMPUR,1028672.0,251.485602369496,17.0,30.0,2964.0,31594.0,22840.0,17186.0,151092.0,84696.0,1162.386573,26709.0,39595.0,148320.0,339240.0,1.0,243771.0,500779.0,34558.0,1162.386573,249330.0,94.0,55.77,4.99,99.77,Good,60.8439888255781,10.192793306104006
2024-2025,June,ASSAM,SIVASAGAR,851453.0,254.178991326695,15.0,48.0,1159.0,10902.0,14321.0,8731.0,38453.0,13937.0,712.13328,18359.0,24607.0,83734.0,167182.0,1.0,135083.0,241437.0,12061.0,712.13328,156254.0,81.0,32.53,28.2,99.87,Good,61.98707461338584,9.817929664174482
2024-2025,June,ASSAM,KARBI ANGLONG,353804.0,248.940447545514,21.0,23.0,1340.0,18363.0,20588.0,9199.0,460323.625,113522.125,1476.35875,27060.0,31969.0,89906.0,170863.0,2.0,156101.0,270680.0,19703.0,1476.35875,383775.0,78.0,50.31,36.6,100.05,Good,57.59476236539164,10.205848855956967
